Weekly_GenAI_Hours,Traditional_Study_Hours,Perceived_AI_Dependency,Burnout_Risk_Level,Anxiety_Level_During_Exams,Institutional_Policy
8.67,14.84,2,medium,2,actively_encouraged
5.52,11.02,4,low,2,actively_encouraged
6.12,9.28,4,medium,2,actively_encouraged
8.22,13.64,5,high,2,actively_encouraged
12.02,6.26,4,medium,2,allowed_with_citation
0.25,5.1,1,low,2,actively_encouraged
15.52,12.73,4,medium,2,allowed_with_citation
0.75,14.23,2,medium,2,allowed_with_citation
3.99,19.73,5,low,2,allowed_with_citation
8.11,18.52,4,low,2,allowed_with_citation
1.1,14.71,1,low,2,allowed_with_citation
5.28,19.75,1,low,2,actively_encouraged
2.94,1.07,3,low,2,allowed_with_citation
5.3,3.98,4,high,2,allowed_with_citation
35.14,10.51,6,high,2,actively_encouraged
8.85,6.29,4,medium,2,actively_encouraged
0.13,11.7,3,high,2,actively_encouraged
0.8,6.67,1,low,2,strict_ban
3.69,11.45,2,medium,2,allowed_with_citation
6.89,14.48,2,low,2,strict_ban
14.93,9.11,5,medium,2,allowed_with_citation
6.55,19.3,4,low,2,allowed_with_citation
4.09,14.65,3,low,2,strict_ban
17.67,7.84,2,medium,2,allowed_with_citation
22.77,13.4,6,high,2,actively_encouraged
6.06,17.66,4,medium,2,actively_encouraged
2.08,13.56,2,low,2,actively_encouraged
1.16,12.39,1,low,2,actively_encouraged
6.72,20.75,2,low,2,actively_encouraged
17.32,8.4,6,high,2,actively_encouraged
6.17,18.06,4,medium,2,actively_encouraged
2.55,6.83,2,low,2,actively_encouraged
15.96,6.81,5,high,2,actively_encouraged
1.55,1.18,2,high,2,strict_ban
1.28,13.53,4,medium,2,allowed_with_citation
4.23,16.58,1,medium,2,actively_encouraged
2.92,15.05,4,low,2,actively_encouraged
8.74,11.72,1,high,2,strict_ban
13.5,12.69,6,medium,2,allowed_with_citation
3.31,16.16,4,high,2,actively_encouraged
26.65,19.35,8,medium,2,actively_encouraged
1.19,15.37,4,medium,2,allowed_with_citation
4.51,19.45,3,medium,2,strict_ban
26.13,10.94,8,high,2,actively_encouraged
1.18,15.46,1,low,2,allowed_with_citation
5.82,6.56,3,medium,2,allowed_with_citation
0.51,14.68,2,low,2,allowed_with_citation
1.2,9.87,2,medium,2,actively_encouraged
1.32,17.75,3,medium,2,strict_ban
0.69,11.48,2,low,2,allowed_with_citation
15.06,5.73,3,high,2,allowed_with_citation
3.92,9.4,3,medium,2,allowed_with_citation
8.99,8.53,1,medium,2,strict_ban
5.27,7.39,1,medium,2,allowed_with_citation
0.37,11.52,4,medium,2,actively_encouraged
8.99,18.0,4,medium,2,strict_ban
24.31,12.05,8,high,2,allowed_with_citation
0.86,8.48,3,medium,2,actively_encouraged
3.77,15.61,4,low,2,strict_ban
12.3,9.27,5,high,2,allowed_with_citation
0.65,8.82,1,medium,2,strict_ban
3.51,17.76,5,medium,2,allowed_with_citation
4.51,13.43,5,low,2,allowed_with_citation
4.29,15.34,4,low,2,allowed_with_citation
2.79,7.5,2,medium,2,strict_ban
0.88,13.5,2,medium,2,allowed_with_citation
17.91,8.07,4,medium,2,actively_encouraged
9.39,7.22,2,low,2,allowed_with_citation
4.72,7.85,1,medium,2,actively_encouraged
9.49,10.69,4,low,2,strict_ban
1.43,7.73,1,low,2,allowed_with_citation
1.21,18.46,1,medium,2,strict_ban
4.21,8.18,2,medium,2,actively_encouraged
12.57,11.18,2,high,2,actively_encouraged
3.4,8.4,1,low,2,allowed_with_citation
3.85,15.82,3,low,2,actively_encouraged
7.52,4.63,2,high,2,allowed_with_citation
0.36,7.84,5,medium,2,allowed_with_citation
6.29,12.21,6,medium,2,allowed_with_citation
24.72,6.01,4,high,2,allowed_with_citation
3.89,1.0,2,medium,2,strict_ban
5.84,11.03,3,low,2,actively_encouraged
3.02,14.5,3,low,2,allowed_with_citation
7.18,9.1,4,medium,2,allowed_with_citation
1.38,9.09,2,low,2,allowed_with_citation
22.9,15.83,6,low,2,allowed_with_citation
32.75,10.94,4,medium,2,actively_encouraged
2.09,6.46,3,low,2,actively_encouraged
13.6,7.17,6,low,2,allowed_with_citation
0.4,11.49,6,low,2,strict_ban
1.15,7.84,1,low,2,allowed_with_citation
0.91,7.64,3,low,2,strict_ban
13.42,8.24,3,high,2,actively_encouraged
9.67,5.33,5,high,2,actively_encouraged
0.52,15.96,1,low,2,actively_encouraged
1.56,6.01,1,low,2,allowed_with_citation
3.06,10.99,1,low,2,actively_encouraged
4.89,22.11,5,low,2,actively_encouraged
1.48,8.67,2,low,2,allowed_with_citation
17.79,17.62,3,low,2,allowed_with_citation
9.89,12.21,3,medium,2,strict_ban
2.52,17.87,3,medium,2,strict_ban
5.22,18.77,2,low,2,strict_ban
0.18,7.9,3,low,2,actively_encouraged
2.38,9.47,3,medium,2,strict_ban
2.6,12.51,1,low,2,allowed_with_citation
11.43,13.33,1,high,2,actively_encouraged
0.89,12.76,1,low,2,actively_encouraged
1.12,14.69,1,low,2,allowed_with_citation
0.51,12.68,3,low,2,allowed_with_citation
0.39,6.85,2,high,2,actively_encouraged
0.15,14.23,1,medium,2,allowed_with_citation
4.96,6.78,1,medium,2,allowed_with_citation
0.84,16.1,4,medium,2,strict_ban
10.27,10.27,5,low,2,allowed_with_citation
5.47,12.85,5,low,2,allowed_with_citation
3.31,12.62,2,low,2,strict_ban
8.96,13.72,3,high,2,allowed_with_citation
0.94,20.37,1,medium,2,strict_ban
1.53,6.85,4,medium,2,allowed_with_citation
4.28,11.94,5,low,2,strict_ban
1.56,12.27,4,low,2,allowed_with_citation
7.93,12.08,2,medium,2,allowed_with_citation
8.25,17.59,4,medium,2,allowed_with_citation
1.76,5.64,3,low,2,actively_encouraged
4.45,14.61,4,low,2,allowed_with_citation
4.33,15.65,4,medium,2,allowed_with_citation
1.64,19.31,2,low,2,strict_ban
14.43,5.53,6,high,2,allowed_with_citation
0.06,18.59,4,low,2,allowed_with_citation
0.23,19.61,4,medium,2,allowed_with_citation
11.82,17.56,5,medium,2,allowed_with_citation
4.5,18.1,2,medium,2,allowed_with_citation
10.06,8.58,3,high,2,actively_encouraged
4.98,12.91,1,low,2,allowed_with_citation
2.84,3.05,3,low,2,strict_ban
8.06,7.63,2,high,2,allowed_with_citation
0.8,10.63,1,low,2,allowed_with_citation
1.29,17.11,2,low,2,actively_encouraged
1.18,8.97,4,high,2,allowed_with_citation
24.26,6.6,6,high,2,actively_encouraged
1.78,22.28,1,medium,2,allowed_with_citation
1.55,13.42,1,medium,2,strict_ban
7.31,7.49,5,medium,2,actively_encouraged
2.56,20.03,3,medium,2,actively_encouraged
5.38,7.87,1,medium,2,actively_encouraged
4.96,26.55,1,high,2,actively_encouraged
28.21,8.79,7,medium,2,allowed_with_citation
5.67,18.51,3,low,2,allowed_with_citation
8.71,6.69,2,medium,2,actively_encouraged
3.78,5.49,5,medium,2,allowed_with_citation
14.92,6.04,2,low,2,actively_encouraged
5.52,8.41,1,high,2,actively_encouraged
3.8,12.32,3,low,2,allowed_with_citation
5.44,14.18,2,low,2,strict_ban
4.92,7.43,1,low,2,allowed_with_citation
5.91,15.73,5,low,2,allowed_with_citation
2.38,13.18,1,medium,2,allowed_with_citation
2.69,8.73,4,low,2,actively_encouraged
1.64,14.67,2,low,2,allowed_with_citation
7.19,9.33,4,medium,2,allowed_with_citation
7.0,5.65,3,medium,2,allowed_with_citation
6.39,17.03,2,medium,2,allowed_with_citation
0.51,17.32,3,medium,2,allowed_with_citation
0.53,7.58,3,low,2,allowed_with_citation
2.52,8.48,2,low,2,strict_ban
6.39,19.12,3,medium,2,actively_encouraged
10.38,15.7,4,low,2,actively_encouraged
1.08,18.4,3,high,2,actively_encouraged
3.44,4.98,2,medium,2,allowed_with_citation
0.6,11.93,1,low,2,allowed_with_citation
1.26,13.11,4,medium,2,allowed_with_citation
14.14,16.3,3,medium,2,allowed_with_citation
11.69,12.6,2,high,2,allowed_with_citation
1.65,14.0,1,low,2,allowed_with_citation
0.65,2.78,1,medium,2,strict_ban
0.13,18.78,4,medium,2,allowed_with_citation
19.16,5.63,6,medium,2,actively_encouraged
7.24,10.02,4,low,2,allowed_with_citation
4.99,20.25,1,medium,2,actively_encouraged
2.07,15.21,3,medium,2,strict_ban
10.24,4.39,4,high,2,actively_encouraged
3.08,10.93,3,low,2,allowed_with_citation
0.01,12.95,2,low,2,strict_ban
8.64,7.65,2,medium,2,strict_ban
1.53,11.22,4,low,2,actively_encouraged
4.89,1.0,1,low,2,actively_encouraged
11.3,12.98,6,low,2,allowed_with_citation
3.49,23.24,4,low,2,actively_encouraged
21.03,8.45,4,high,2,actively_encouraged
6.01,7.18,1,medium,2,allowed_with_citation
2.52,13.68,1,medium,2,actively_encouraged
6.49,5.35,5,medium,2,actively_encouraged
4.36,14.2,5,high,2,allowed_with_citation
2.48,9.08,1,high,2,allowed_with_citation
30.52,8.74,5,high,2,allowed_with_citation
0.86,16.13,3,medium,2,allowed_with_citation
2.63,12.02,2,low,2,actively_encouraged
6.91,8.39,2,medium,2,allowed_with_citation
2.12,9.16,5,medium,2,allowed_with_citation
4.86,4.32,2,medium,2,allowed_with_citation
0.59,2.56,5,medium,2,actively_encouraged
0.84,15.45,3,low,2,strict_ban
15.1,10.59,5,high,2,actively_encouraged
9.44,1.49,2,medium,2,allowed_with_citation
19.04,5.8,6,medium,2,actively_encouraged
8.33,11.06,1,medium,2,allowed_with_citation
4.23,9.63,2,low,2,strict_ban
1.87,2.55,4,medium,2,allowed_with_citation
1.5,13.67,3,medium,2,actively_encouraged
7.52,9.73,5,low,2,actively_encouraged
3.97,19.37,1,low,2,actively_encouraged
16.26,18.91,5,medium,2,allowed_with_citation
6.17,6.31,1,low,2,strict_ban
6.85,11.75,2,medium,2,strict_ban
6.23,15.4,1,low,2,actively_encouraged
21.21,16.83,5,medium,2,actively_encouraged
0.5,8.11,4,low,2,actively_encouraged
2.23,1.26,4,low,2,allowed_with_citation
5.6,13.04,3,low,2,allowed_with_citation
2.35,21.39,3,low,2,strict_ban
8.6,9.44,3,high,2,actively_encouraged
0.22,10.98,3,low,2,strict_ban
10.37,11.23,2,medium,2,strict_ban
2.38,15.15,1,low,2,actively_encouraged
9.03,9.37,2,medium,2,allowed_with_citation
21.72,7.96,4,medium,2,actively_encouraged
0.6,14.05,3,high,2,allowed_with_citation
2.19,9.23,5,high,2,actively_encouraged
4.47,19.67,1,low,2,actively_encouraged
2.96,9.34,2,medium,2,allowed_with_citation
0.08,9.09,3,medium,2,strict_ban
0.44,9.96,3,low,2,allowed_with_citation
4.13,14.24,2,high,2,allowed_with_citation
1.55,26.85,3,low,2,actively_encouraged
3.7,6.94,1,medium,2,allowed_with_citation
3.65,4.35,3,low,2,allowed_with_citation
3.6,7.2,3,low,2,allowed_with_citation
2.67,12.76,3,low,2,allowed_with_citation
16.89,8.94,2,medium,2,actively_encouraged
0.9,14.5,2,low,2,strict_ban
3.4,2.82,1,medium,2,actively_encouraged
20.26,13.94,6,high,2,allowed_with_citation
1.51,2.7,2,medium,2,allowed_with_citation
25.5,7.7,4,high,2,allowed_with_citation
22.7,17.49,3,high,2,allowed_with_citation
31.79,9.09,6,high,2,actively_encouraged
3.02,14.39,1,medium,2,actively_encouraged
6.76,10.61,4,medium,2,allowed_with_citation
2.45,12.69,2,low,2,strict_ban
2.59,10.03,3,high,2,actively_encouraged
2.75,21.07,2,low,2,allowed_with_citation
0.85,14.86,1,medium,2,allowed_with_citation
7.64,1.67,1,low,2,strict_ban
11.81,9.13,3,medium,2,actively_encouraged
3.67,7.13,2,low,2,strict_ban
0.04,16.11,2,low,2,actively_encouraged
14.0,6.98,3,medium,2,allowed_with_citation
0.22,12.27,1,medium,2,allowed_with_citation
21.79,5.26,4,high,2,allowed_with_citation
2.17,16.24,1,high,2,allowed_with_citation
1.04,24.5,3,low,2,allowed_with_citation
5.07,11.55,4,medium,2,allowed_with_citation
9.53,3.97,2,medium,2,allowed_with_citation
2.43,20.01,4,medium,2,allowed_with_citation
13.68,10.51,1,medium,2,actively_encouraged
11.16,7.25,6,medium,2,allowed_with_citation
2.47,13.14,2,low,2,actively_encouraged
6.87,13.54,4,medium,2,strict_ban
0.1,7.87,3,low,2,actively_encouraged
11.58,12.76,1,low,2,actively_encouraged
0.15,16.63,3,low,2,strict_ban
3.11,12.95,1,medium,2,allowed_with_citation
7.48,18.1,2,medium,2,actively_encouraged
2.32,19.28,1,medium,2,strict_ban
6.88,16.65,5,medium,2,allowed_with_citation
4.59,11.83,3,high,2,actively_encouraged
0.91,11.45,1,low,2,allowed_with_citation
0.92,10.15,2,low,2,actively_encouraged
0.41,5.03,1,medium,2,allowed_with_citation
9.28,14.67,4,low,2,allowed_with_citation
4.12,22.06,5,low,2,actively_encouraged
8.1,13.15,5,medium,2,allowed_with_citation
0.5,5.8,1,low,2,allowed_with_citation
1.83,17.46,1,medium,2,strict_ban
4.65,4.96,1,high,2,actively_encouraged
0.87,6.24,3,low,2,actively_encouraged
5.94,6.81,1,medium,2,actively_encouraged
6.69,23.71,3,low,2,actively_encouraged
4.91,14.54,2,medium,2,allowed_with_citation
6.96,9.57,4,medium,2,actively_encouraged
1.46,10.73,3,medium,2,actively_encouraged
0.59,14.48,4,medium,2,strict_ban
16.69,12.56,4,high,2,strict_ban
3.56,15.05,1,low,2,allowed_with_citation
7.76,18.0,4,medium,2,allowed_with_citation
22.84,1.0,6,high,2,allowed_with_citation
24.3,4.35,6,medium,2,actively_encouraged
5.02,14.58,1,medium,2,allowed_with_citation
1.06,9.21,2,low,2,allowed_with_citation
6.61,11.14,6,high,2,actively_encouraged
11.38,8.45,1,low,2,allowed_with_citation
0.98,9.42,3,medium,2,allowed_with_citation
9.86,10.59,2,medium,2,actively_encouraged
5.18,16.56,3,low,2,strict_ban
0.61,10.29,1,low,2,allowed_with_citation
0.17,2.17,3,medium,2,allowed_with_citation
18.59,9.51,5,low,2,actively_encouraged
18.68,13.27,4,medium,2,actively_encouraged
0.08,7.49,3,medium,2,allowed_with_citation
2.23,11.83,2,high,2,actively_encouraged
16.12,11.01,4,high,2,allowed_with_citation
4.05,10.77,3,low,2,allowed_with_citation
8.55,7.77,3,low,2,allowed_with_citation
3.99,7.56,2,medium,2,actively_encouraged
1.3,4.01,2,medium,2,allowed_with_citation
3.02,6.4,2,medium,2,actively_encouraged
6.68,10.49,1,low,2,strict_ban
12.25,7.04,5,medium,2,actively_encouraged
3.01,3.18,2,medium,2,allowed_with_citation
4.53,15.49,5,low,2,allowed_with_citation
3.43,19.31,3,medium,2,strict_ban
40.0,7.21,9,high,2,allowed_with_citation
0.27,3.12,4,low,2,allowed_with_citation
13.84,16.03,5,medium,2,allowed_with_citation
0.86,9.69,1,medium,2,strict_ban
1.15,13.4,4,low,2,strict_ban
3.02,4.67,3,medium,2,strict_ban
0.46,14.55,3,low,2,allowed_with_citation
1.8,4.02,1,medium,2,actively_encouraged
4.74,1.0,2,high,2,allowed_with_citation
2.01,8.74,1,medium,2,allowed_with_citation
2.66,17.17,3,medium,2,actively_encouraged
25.1,7.91,8,high,2,allowed_with_citation
5.95,11.56,2,low,2,allowed_with_citation
8.67,9.89,1,medium,2,allowed_with_citation
3.83,10.4,3,medium,2,strict_ban
7.29,5.96,4,medium,2,allowed_with_citation
4.04,13.55,3,low,2,allowed_with_citation
21.77,7.63,3,high,2,allowed_with_citation
8.72,9.22,5,low,2,actively_encouraged
0.06,12.69,3,low,2,actively_encouraged
10.03,4.87,2,medium,2,allowed_with_citation
15.04,13.02,3,medium,2,allowed_with_citation
9.75,8.58,5,medium,2,allowed_with_citation
0.59,4.67,3,low,2,actively_encouraged
8.44,8.42,1,medium,2,allowed_with_citation
0.08,15.68,1,medium,2,actively_encouraged
6.72,13.52,2,high,2,strict_ban
11.23,11.58,1,medium,2,strict_ban
2.49,4.78,1,low,2,allowed_with_citation
2.85,17.2,1,medium,2,allowed_with_citation
0.86,20.17,2,medium,2,actively_encouraged
5.71,18.69,2,low,2,actively_encouraged
3.83,20.19,2,medium,2,actively_encouraged
4.87,10.68,1,medium,2,strict_ban
3.47,10.24,3,low,2,actively_encouraged
1.17,4.13,3,low,2,strict_ban
0.06,18.08,2,low,2,allowed_with_citation
6.85,12.43,2,low,2,strict_ban
13.95,7.81,3,medium,2,actively_encouraged
2.39,9.24,2,low,2,allowed_with_citation
20.62,17.26,4,high,2,strict_ban
0.64,21.98,1,low,2,actively_encouraged
1.63,11.11,1,low,2,allowed_with_citation
9.97,10.5,3,low,2,allowed_with_citation
0.73,13.61,4,high,2,allowed_with_citation
18.63,14.78,6,high,2,allowed_with_citation
7.23,20.25,3,medium,2,allowed_with_citation
3.34,21.75,2,medium,2,allowed_with_citation
22.55,10.03,3,high,2,allowed_with_citation
21.64,1.87,7,high,2,actively_encouraged
13.38,11.92,6,high,2,actively_encouraged
2.17,5.88,1,medium,2,actively_encouraged
30.2,1.41,6,high,2,actively_encouraged
14.22,16.34,3,low,2,allowed_with_citation
17.85,1.54,4,medium,2,allowed_with_citation
18.57,8.46,8,high,2,allowed_with_citation
7.26,10.8,4,low,2,allowed_with_citation
4.61,6.73,1,medium,2,allowed_with_citation
1.97,12.3,1,medium,2,strict_ban
10.58,18.93,6,medium,2,allowed_with_citation
4.98,16.33,5,medium,2,actively_encouraged
2.22,16.13,4,low,2,allowed_with_citation
3.28,11.86,4,low,2,allowed_with_citation
11.41,2.02,2,high,2,actively_encouraged
16.37,19.7,7,medium,2,actively_encouraged
0.11,3.77,3,medium,2,actively_encouraged
24.43,8.09,4,high,2,actively_encouraged
1.2,10.99,1,low,2,allowed_with_citation
7.81,11.75,3,medium,2,actively_encouraged
4.03,20.72,3,medium,2,actively_encouraged
3.38,1.0,4,medium,2,allowed_with_citation
4.87,12.72,4,medium,2,actively_encouraged
3.95,13.58,3,medium,2,actively_encouraged
13.8,7.78,5,medium,2,actively_encouraged
0.66,9.19,4,high,2,strict_ban
0.8,13.81,3,medium,2,allowed_with_citation
14.96,19.8,4,high,2,allowed_with_citation
3.37,1.97,1,medium,2,allowed_with_citation
12.05,11.95,5,low,2,allowed_with_citation
6.34,9.22,3,low,2,allowed_with_citation
1.62,10.77,1,medium,2,actively_encouraged
0.87,16.24,1,low,2,allowed_with_citation
0.0,7.15,1,medium,2,allowed_with_citation
8.46,16.43,4,low,2,allowed_with_citation
1.23,20.48,3,low,2,allowed_with_citation
2.45,10.0,4,low,2,allowed_with_citation
3.89,16.04,3,low,2,allowed_with_citation
1.64,4.8,1,low,2,allowed_with_citation
21.54,1.88,2,high,2,allowed_with_citation
4.57,14.85,1,low,2,actively_encouraged
4.29,7.93,2,medium,2,strict_ban
10.1,12.98,6,low,2,allowed_with_citation
6.21,9.5,3,high,2,actively_encouraged
9.32,13.64,5,low,2,actively_encouraged
4.6,1.0,1,medium,2,allowed_with_citation
15.74,9.66,1,low,2,allowed_with_citation
1.53,12.09,3,low,2,actively_encouraged
1.66,16.62,2,low,2,allowed_with_citation
3.25,16.99,1,high,2,strict_ban
1.19,15.46,1,medium,2,actively_encouraged
12.4,5.79,5,medium,2,allowed_with_citation
3.25,9.16,4,high,2,allowed_with_citation
1.91,11.47,1,medium,2,allowed_with_citation
6.73,19.64,4,high,2,strict_ban
12.05,8.37,6,high,2,allowed_with_citation
6.2,6.85,1,medium,2,actively_encouraged
28.06,15.17,8,high,2,allowed_with_citation
2.53,13.5,2,medium,2,allowed_with_citation
2.45,17.55,5,low,2,actively_encouraged
0.47,12.37,3,high,2,strict_ban
1.68,15.19,4,low,2,allowed_with_citation
0.88,14.1,3,medium,2,allowed_with_citation
8.09,11.46,3,low,2,allowed_with_citation
1.78,13.73,1,low,2,allowed_with_citation
1.62,10.28,1,medium,2,allowed_with_citation
9.04,8.9,3,medium,2,actively_encouraged
2.9,9.49,3,high,2,allowed_with_citation
6.34,20.94,1,medium,2,allowed_with_citation
6.57,16.25,3,medium,2,allowed_with_citation
4.14,3.92,2,medium,2,strict_ban
4.79,2.6,2,low,2,strict_ban
34.61,14.57,8,medium,2,allowed_with_citation
2.42,12.48,1,medium,2,strict_ban
3.06,8.14,3,medium,2,allowed_with_citation
6.73,6.79,4,medium,2,allowed_with_citation
4.65,14.73,1,low,2,actively_encouraged
2.47,1.95,1,medium,2,allowed_with_citation
9.45,14.89,4,medium,2,strict_ban
10.04,16.28,4,low,2,allowed_with_citation
4.67,17.26,3,low,2,allowed_with_citation
2.1,8.84,1,low,2,strict_ban
6.49,2.38,3,low,2,allowed_with_citation
7.27,6.79,4,medium,2,strict_ban
4.04,9.96,2,medium,2,allowed_with_citation
4.22,5.68,3,medium,2,actively_encouraged
30.11,3.21,9,high,2,allowed_with_citation
6.03,11.55,2,low,2,actively_encouraged
3.13,18.45,2,low,2,actively_encouraged
8.65,7.75,1,high,2,allowed_with_citation
0.02,11.62,2,low,2,strict_ban
7.82,7.93,3,medium,2,allowed_with_citation
6.33,18.98,4,low,2,actively_encouraged
1.49,12.79,1,low,2,allowed_with_citation
3.18,11.34,4,low,2,allowed_with_citation
1.54,18.53,4,medium,2,actively_encouraged
17.28,16.01,4,high,2,actively_encouraged
4.12,19.4,3,medium,2,strict_ban
0.35,22.66,3,low,2,allowed_with_citation
3.18,18.6,2,low,2,allowed_with_citation
1.42,19.23,1,low,2,allowed_with_citation
2.3,7.35,2,low,2,actively_encouraged
4.36,10.27,5,high,2,allowed_with_citation
6.19,10.61,1,low,2,strict_ban
6.62,1.65,4,medium,2,actively_encouraged
0.75,22.36,3,medium,2,allowed_with_citation
1.96,17.41,2,low,2,allowed_with_citation
9.12,14.32,3,low,2,actively_encouraged
1.95,17.4,3,low,2,allowed_with_citation
4.13,19.09,1,medium,2,actively_encouraged
3.2,6.08,3,medium,2,actively_encouraged
3.98,16.43,3,low,2,strict_ban
6.6,9.97,4,medium,2,actively_encouraged
18.59,2.84,6,high,2,actively_encouraged
11.55,14.89,5,low,2,actively_encouraged
4.01,5.27,1,high,2,allowed_with_citation
4.37,17.56,1,medium,2,actively_encouraged
11.84,7.58,2,low,2,allowed_with_citation
3.34,18.98,3,low,2,allowed_with_citation
1.91,14.12,1,low,2,actively_encouraged
9.91,22.73,4,medium,2,allowed_with_citation
2.24,13.45,2,medium,2,actively_encouraged
3.45,23.45,4,high,2,allowed_with_citation
4.88,1.59,3,medium,2,actively_encouraged
17.16,19.59,5,high,2,allowed_with_citation
1.06,10.5,2,medium,2,strict_ban
2.28,9.43,2,low,2,actively_encouraged
10.27,13.02,4,medium,2,actively_encouraged
2.36,15.75,1,low,2,allowed_with_citation
2.33,12.79,1,medium,2,allowed_with_citation
2.68,21.77,1,medium,2,allowed_with_citation
3.14,20.98,3,low,2,strict_ban
2.57,2.39,1,high,2,actively_encouraged
1.1,17.32,4,low,2,strict_ban
13.61,12.86,4,medium,2,actively_encouraged
0.48,8.44,1,high,2,allowed_with_citation
9.36,11.71,3,medium,2,allowed_with_citation
7.46,2.49,4,low,2,allowed_with_citation
5.15,13.31,5,low,2,strict_ban
3.08,8.51,3,low,2,allowed_with_citation
4.83,13.38,4,high,2,allowed_with_citation
22.82,8.71,6,high,2,allowed_with_citation
12.89,8.15,3,medium,2,allowed_with_citation
7.62,7.36,4,medium,2,allowed_with_citation
21.77,12.22,4,medium,2,allowed_with_citation
7.77,7.78,6,low,2,actively_encouraged
0.89,3.97,3,low,2,allowed_with_citation
9.61,10.55,5,low,2,actively_encouraged
3.81,12.42,3,low,2,allowed_with_citation
0.98,14.14,3,high,2,allowed_with_citation
